ifile	run	class	subcxi	event	indby	phoen	bmdv	bmbw	aclen	npeak	ltype	cent	a	b	c	alpha	beta	gamma	prorad	detdx	detdy	reslim	nref	nsref	niref	o1	o2	o3	o4	o5	o6	o7	o8	o9	sfile	istart	iend	cstart	cend	pstart	pend	rstart	rend	multi	multiid	/cheetah/frameNumber	/LCLS/machineTime
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	541	mosflm-comb-latt-nocell-retry-multi-refine	9478.879940	0.00e+00	1.00e-08	0.120982	255	orthorhombic	P	13.01463	22.59682	30.82643	89.87986	90.02485	90.39932	0.00557	0.011	0.008	2.26	5947	0	45	-0.0220927	-0.0361175	-0.0641217	+0.0353219	+0.0158288	-0.0214553	+0.0170170	-0.0261599	+0.0088556	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	9705515	10184432	9717833	10184410	9706016	9717816	9718381	10184375	1	1	20415	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	546	none	9482.554716	0.00e+00	1.00e-08	0.120982	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	10184432	10186199	-1	-1	10184894	10186160	-1	-1	0	0	20420	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	544	mosflm-comb-latt-nocell-retry-multi-refine	9479.109599	0.00e+00	1.00e-08	0.120982	173	orthorhombic	P	12.94877	22.58383	31.05586	89.50732	90.75801	89.71679	0.00671	0.007	-0.017	1.49	7653	0	27	+0.0096991	-0.0753302	-0.0140200	-0.0407927	-0.0078746	+0.0153236	-0.0115989	+0.0036190	-0.0298240	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	10186199	10794833	10194745	10794811	10186700	10194728	10195294	10794776	1	1	20418	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	542	mosflm-comb-latt-nocell-retry-multi-refine	9477.490820	0.00e+00	1.00e-08	0.120982	82	orthorhombic	P	13.08157	22.58678	30.58606	89.30505	90.30035	90.68459	0.00574	-0.011	0.007	1.36	6615	0	23	+0.0137910	-0.0529746	-0.0533674	-0.0289359	-0.0275395	+0.0191053	-0.0236812	+0.0124984	-0.0187648	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	10794833	11318061	10799193	11318039	10795333	10799176	10799742	11318004	1	1	20416	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	547	none	9482.213281	0.00e+00	1.00e-08	0.120982	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	11318061	11325993	-1	-1	11318524	11325954	-1	-1	0	0	20421	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	550	mosflm-comb-latt-nocell-retry-multi-refine	9475.829621	0.00e+00	1.00e-08	0.120982	242	orthorhombic	P	13.00820	22.67291	30.81254	90.09767	90.18930	90.01214	0.00289	-0.007	-0.010	2.34	3281	0	21	-0.0471805	+0.0123540	-0.0594234	+0.0339657	-0.0041084	-0.0278344	-0.0056514	-0.0318774	-0.0022789	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	11325993	11595426	11337713	11595404	11326494	11337696	11338263	11595369	1	1	20426	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	549	mosflm-comb-latt-nocell-retry-multi-refine	9463.352461	0.00e+00	1.00e-08	0.120982	130	orthorhombic	P	13.03418	22.74524	30.90517	90.18327	89.20783	90.15026	0.00490	-0.003	0.000	1.75	5716	0	37	+0.0250134	+0.0725277	-0.0011777	-0.0413756	+0.0143250	-0.0039785	-0.0028492	+0.0010328	+0.0322181	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	11595426	12050389	11601994	12050367	11595927	11601977	11602543	12050332	1	1	20423	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	548	mosflm-comb-latt-nocell-retry-multi-refine	9478.353359	0.00e+00	1.00e-08	0.120982	131	orthorhombic	P	13.01486	22.51698	30.97471	90.15188	90.34365	89.66338	0.00766	0.015	-0.004	2.11	8289	0	41	-0.0149958	+0.0430520	-0.0618524	-0.0365556	+0.0154466	+0.0199375	+0.0170513	+0.0243581	+0.0125803	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	12050389	12707164	12057003	12707142	12050890	12056986	12057552	12707107	1	1	20422	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	551	none	9484.351031	0.00e+00	1.00e-08	0.120982	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	12707164	12713670	-1	-1	12707627	12713631	-1	-1	0	0	20427	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	554	none	9480.767941	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	12713670	12715023	-1	-1	12714132	12714984	-1	-1	0	0	20431	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	553	none	9480.313173	0.00e+00	1.00e-08	0.120982	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	12715023	12716192	-1	-1	12715485	12716153	-1	-1	0	0	20429	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	552	mosflm-comb-latt-nocell-retry-multi-refine	9474.693493	0.00e+00	1.00e-08	0.120982	167	orthorhombic	P	13.04551	22.86233	30.73405	90.54710	89.93448	90.54957	0.00985	0.004	0.014	1.50	11458	0	72	-0.0524916	+0.0543196	+0.0130582	-0.0284775	-0.0206830	-0.0259767	-0.0112480	-0.0170127	+0.0253539	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	12716192	13622638	12724462	13622616	12716693	12724445	12725011	13622581	1	1	20428	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	555	mosflm-comb-latt-nocell-retry-multi-refine	9477.985359	0.00e+00	1.00e-08	0.120982	68	orthorhombic	P	12.99862	22.76376	30.70065	90.70424	90.33498	90.15215	0.00242	-0.020	-0.022	1.40	2859	0	8	+0.0769125	-0.0013843	+0.0010999	-0.0008355	-0.0413858	+0.0147180	+0.0004251	-0.0112988	-0.0305504	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	13622638	13851003	13626353	13850981	13623138	13626336	13626902	13850946	1	1	20432	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	556	none	9480.582271	0.00e+00	1.00e-08	0.120982	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	13851003	13852264	-1	-1	13851465	13852225	-1	-1	0	0	20434	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	557	none	9473.789296	0.00e+00	1.00e-08	0.120982	253	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	13852264	13864474	-1	-1	13852727	13864435	-1	-1	0	0	20437	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	543	mosflm-comb-latt-nocell-retry-multi-refine	9477.046892	0.00e+00	1.00e-08	0.120982	297	orthorhombic	P	13.05983	22.69995	30.86746	90.25293	89.95604	90.01131	0.01924	-0.009	0.019	2.34	19600	0	103	-0.0006322	+0.0664211	+0.0380908	-0.0098955	+0.0212920	-0.0372751	-0.0315995	-0.0037988	+0.0060498	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	13864474	18074777	13878724	15414968	13864975	13878707	13879275	15414933	3	1	20417	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	543	mosflm-comb-latt-nocell-retry-multi-refine	9477.046892	0.00e+00	1.00e-08	0.120982	297	orthorhombic	P	13.08949	22.62550	30.82267	90.36007	89.73330	90.16471	0.00897	0.027	-0.032	2.13	7936	0	57	+0.0387106	+0.0301968	+0.0585350	-0.0361527	+0.0220208	+0.0127128	-0.0089395	-0.0250190	+0.0186223	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	13864474	18074777	15414968	16037699	13864975	13878707	15415517	16037664	3	2	20417	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	543	mosflm-comb-latt-nocell-retry-multi-refine	9477.046892	0.00e+00	1.00e-08	0.120982	297	orthorhombic	P	13.09384	22.61761	30.67345	90.83187	90.25837	90.77786	0.03044	-0.002	0.018	1.90	25986	0	181	-0.0206913	+0.0397685	+0.0618401	-0.0347490	-0.0266293	+0.0062433	+0.0178810	-0.0197046	+0.0188442	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	13864474	18074777	16037699	18074755	13864975	13878707	16038250	18074720	3	3	20417	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	560	mosflm-comb-latt-nocell-retry-multi-refine	9476.277653	0.00e+00	1.00e-08	0.120982	134	orthorhombic	P	12.98009	22.62658	31.00834	90.30341	90.41971	90.11208	0.00562	0.013	-0.015	1.70	6443	0	25	+0.0727206	+0.0241522	-0.0080035	+0.0114508	-0.0395329	-0.0161047	-0.0064134	+0.0101453	-0.0299341	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	18074777	18586837	18081529	18586815	18075278	18081512	18082078	18586780	1	1	20438	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	558	mosflm-comb-latt-nocell-retry-multi-refine	9476.055183	0.00e+00	1.00e-08	0.120982	39	orthorhombic	P	13.07318	22.56373	30.90508	89.62821	90.55175	89.39252	0.00282	0.012	-0.002	1.14	3298	0	15	+0.0326233	+0.0490563	-0.0488008	-0.0082026	+0.0329992	+0.0284296	+0.0288504	-0.0049876	+0.0137807	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	18586837	18848264	18589219	18848242	18587337	18589202	18589768	18848207	1	1	20436	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	562	mosflm-comb-latt-nocell-retry-multi-refine	9476.331899	0.00e+00	1.00e-08	0.120982	223	orthorhombic	P	12.98905	22.63894	30.83861	90.23719	90.05336	90.01490	0.00525	-0.004	-0.015	2.36	6002	0	19	-0.0733787	-0.0121145	+0.0198984	+0.0113621	+0.0011901	+0.0426692	-0.0051490	+0.0320098	+0.0006173	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	18848264	19329950	18859110	19329928	18848765	18859093	18859660	19329893	1	1	20442	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	559	mosflm-comb-latt-nocell-retry-multi-refine	9475.133264	0.00e+00	1.00e-08	0.120982	166	orthorhombic	P	13.00305	22.73117	30.77458	90.00620	90.65879	89.58828	0.00807	0.011	0.028	2.01	9200	0	45	-0.0739692	-0.0210545	-0.0008611	+0.0107253	-0.0355615	-0.0235751	+0.0041143	-0.0169409	+0.0274245	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	19329950	21044695	19338174	20059489	19330451	19338157	19338722	20059454	2	1	20435	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	559	mosflm-comb-latt-nocell-retry-multi-refine	9475.133264	0.00e+00	1.00e-08	0.120982	166	orthorhombic	P	12.89648	22.79109	30.88379	90.43326	90.19699	90.79908	0.01096	-0.000	-0.043	1.68	12569	0	71	+0.0318134	-0.0543880	-0.0452066	-0.0052085	+0.0254661	-0.0353554	+0.0292698	+0.0130078	+0.0047516	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	19329950	21044695	20059489	21044673	19330451	19338157	20060040	21044638	2	2	20435	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	564	none	9479.051090	0.00e+00	1.00e-08	0.120982	215	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	21044695	21055157	-1	-1	21045158	21055118	-1	-1	0	0	20444	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	565	none	9481.331396	0.00e+00	1.00e-08	0.120982	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	21055157	21056464	-1	-1	21055619	21056425	-1	-1	0	0	20447	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	561	mosflm-comb-latt-nocell-retry-multi-refine	9481.088906	0.00e+00	1.00e-08	0.120982	80	orthorhombic	P	13.07597	22.72478	31.62907	89.29951	90.22930	90.06645	0.01005	-0.031	0.056	1.62	11996	0	32	-0.0506841	+0.0571834	+0.0031434	-0.0316603	-0.0285908	+0.0108124	+0.0068467	+0.0045589	+0.0305304	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	21056464	22191381	21060731	22001053	21056964	21060714	21061281	22001018	2	1	20439	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	561	mosflm-comb-latt-nocell-retry-multi-refine	9481.088906	0.00e+00	1.00e-08	0.120982	80	orthorhombic	P	12.96185	22.78580	30.88573	89.50022	89.52554	89.82358	0.00217	0.022	-0.038	1.85	2421	0	8	-0.0178579	-0.0517048	+0.0544078	+0.0133026	+0.0281513	+0.0309318	-0.0299613	+0.0122008	+0.0013816	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	21056464	22191381	22001053	22191359	21056964	21060714	22001601	22191324	2	2	20439	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	567	none	9473.668356	0.00e+00	1.00e-08	0.120982	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	22191381	22192735	-1	-1	22191843	22192696	-1	-1	0	0	20450	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	563	mosflm-comb-latt-nocell-retry-multi-refine	9467.086804	0.00e+00	1.00e-08	0.120982	195	orthorhombic	P	13.12911	22.68698	30.72810	90.35805	90.59480	89.77522	0.00738	-0.011	0.013	1.57	8248	0	51	-0.0709687	+0.0034814	+0.0274479	+0.0008792	+0.0439092	-0.0037681	-0.0121196	-0.0021400	-0.0301292	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	22192735	24863472	22202293	22849058	22193236	22202276	22202842	22849023	2	1	20443	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	563	mosflm-comb-latt-nocell-retry-multi-refine	9467.086804	0.00e+00	1.00e-08	0.120982	195	orthorhombic	P	12.86915	22.93409	31.04786	90.90388	89.91361	90.12083	0.02337	0.034	-0.012	1.32	25707	0	229	+0.0538350	+0.0007133	-0.0560306	+0.0233171	-0.0296383	+0.0218999	-0.0153977	-0.0239696	-0.0150336	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	22192735	24863472	22849058	24863450	22193236	22202276	22849609	24863415	2	2	20443	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	568	none	9481.399111	0.00e+00	1.00e-08	0.120982	88	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	24863472	24868091	-1	-1	24863934	24868052	-1	-1	0	0	20452	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	566	dirax-comb-nolatt-nocell-retry-multi-refine	9482.357205	0.00e+00	1.00e-08	0.120982	157	orthorhombic	P	13.02719	22.65300	30.83104	90.38660	90.03661	90.22650	0.00798	0.007	-0.023	1.58	8785	0	49	+0.0306475	+0.0389531	-0.0586171	+0.0333782	-0.0288269	-0.0019338	-0.0167205	-0.0182919	-0.0209261	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	24868091	25564881	24875902	25564859	24868593	24875885	24876451	25564824	1	1	20448	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	571	none	9474.488457	0.00e+00	1.00e-08	0.120982	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	25564881	25566466	-1	-1	25565343	25566427	-1	-1	0	0	20457	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	574	none	9477.734074	0.00e+00	1.00e-08	0.120982	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	25566466	25568003	-1	-1	25566928	25567964	-1	-1	0	0	20463	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	570	none	9477.578757	0.00e+00	1.00e-08	0.120982	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	25568003	25569679	-1	-1	25568465	25569640	-1	-1	0	0	20458	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	569	mosflm-comb-latt-nocell-retry-multi-refine	9469.559394	0.00e+00	1.00e-08	0.120982	108	orthorhombic	P	13.05748	22.91331	30.99134	90.81412	90.27941	90.18707	0.00947	-0.005	-0.002	1.29	11137	0	47	+0.0153368	-0.0729283	-0.0176528	+0.0016883	+0.0104518	-0.0423439	+0.0316389	+0.0059410	+0.0022547	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	25569679	26448252	25575235	26448230	25570180	25575218	25575786	26448195	1	1	20454	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	573	none	9475.024457	0.00e+00	1.00e-08	0.120982	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	26448252	26449836	-1	-1	26448714	26449797	-1	-1	0	0	20462	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	572	none	9469.786311	0.00e+00	1.00e-08	0.120982	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	26449836	26451282	-1	-1	26450298	26451243	-1	-1	0	0	20461	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	575	none	9478.060941	0.00e+00	1.00e-08	0.120982	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	26451282	26453233	-1	-1	26451744	26453194	-1	-1	0	0	20464	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	578	none	9473.469474	0.00e+00	1.00e-08	0.120982	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	26453233	26459187	-1	-1	26453696	26459148	-1	-1	0	0	20472	1506768165	
/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/data/hdf5/r0105-psII_atten131_final2/mfxlq4815-r0105-c01.cxi	0105	-1	01	577	mosflm-comb-latt-nocell-retry-multi-refine	9479.367969	0.00e+00	1.00e-08	0.120982	131	orthorhombic	P	13.01554	22.53943	31.08595	90.28905	89.83231	89.27429	0.00549	0.012	0.003	1.78	6276	0	30	-0.0695387	+0.0316008	+0.0083546	+0.0124301	+0.0330790	-0.0268336	-0.0104787	-0.0165456	-0.0255208	/bioxfel/data/2017/LCLS-2017-Sep-Fromme-LQ48/analysis/natasha/indexing/run/r0105-psII/r0105.stream01	26459187	26958082	26465801	26958060	26459688	26465784	26466349	26958025	1	1	20468	1506768165	
